Id,Predicted
3551,0.121655
1615,0.092195
1349,0.150333
4519,0.10770300000000001
1254,0.063246
1114,0.080623
76,0.12083
1793,0.10816700000000001
3522,0.102956
57,0.17204699999999998
4657,0.122066
2956,0.156205
5217,0.041231
3471,0.192094
566,0.12369300000000001
5083,0.12649100000000002
683,0.11045400000000001
4635,0.05
1489,0.20099799999999998
5953,0.022361
5589,0.06
3970,0.092195
314,0.080623
2509,0.044721000000000004
153,0.18110800000000002
3902,0.1772
801,0.10198
1907,0.05099
2239,0.164924
2297,0.158114
3321,0.11704700000000001
4142,0.09848900000000001
5078,0.1
1544,0.09486800000000001
3787,0.180278
4099,0.067082
4932,0.10440300000000001
2882,0.07071100000000001
1470,0.07
3113,0.04
335,0.1253
5227,0.152315
5606,0.106301
5514,0.014141999999999998
1503,0.09434
1113,0.09434
242,0.141421
2534,0.145602
1936,0.08544
2966,0.067082
2233,0.053852000000000004
1454,0.10198
3174,0.028283999999999997
2653,0.080623
1932,0.031623
2476,0.05831
4179,0.042426000000000005
2718,0.089443
270,0.13
344,0.078102
5460,0.072111
1437,0.180278
134,0.10816700000000001
4303,0.098995
4389,0.07071100000000001
1213,0.092195
1279,0.05831
569,0.11661899999999999
468,0.134536
4871,0.092195
750,0.044721000000000004
1616,0.10770300000000001
4149,0.16031199999999998
4382,0.08485300000000001
5258,0.12369300000000001
3421,0.07071100000000001
700,0.08544
3862,0.05831
3853,0.07071100000000001
5507,0.282843
1035,0.128062
2206,0.063246
3904,0.278568
4973,0.284605
5070,0.295466
5815,0.480937
2124,0.304631
3186,0.276586
5856,0.331361
521,0.09848900000000001
5283,0.143178
2788,0.141421
496,0.144222
919,0.17464200000000002
882,0.1253
3792,0.028283999999999997
4420,0.10198
560,0.08485300000000001
5267,0.098995
4008,0.05
26,0.031623
4116,0.114018
4451,0.028283999999999997
1096,0.067082
2557,0.17088
3151,0.11661899999999999
4560,0.114018
3793,0.086023
5926,0.11661899999999999
3536,0.102956
2950,0.10198
5951,0.014141999999999998
1745,0.219545
5320,0.014141999999999998
3960,0.21213200000000001
5947,0.04
526,0.082462
5901,0.12
759,0.161245
3464,0.276586
5719,0.164924
5740,0.044721000000000004
5034,0.167631
1702,0.295296
4143,0.35227800000000004
1338,0.199249
2200,0.170294
55,0.044721000000000004
1336,0.23194800000000002
386,0.10440300000000001
1062,0.17464200000000002
3673,0.121655
1197,0.08544
178,0.11180300000000001
420,0.141421
4813,0.130384
4295,0.138924
3691,0.082462
4025,0.042426000000000005
2670,0.133417
1394,0.086023
2405,0.064031
5559,0.022361
1818,0.246982
745,0.09434
5447,0.041231
5852,0.072111
6025,0.064031
1573,0.15
5345,0.05831
3407,0.031623
722,0.09
4197,0.05
1034,0.089443
4690,0.11180300000000001
1690,0.053852000000000004
2908,0.067082
2668,0.036056
3777,0.089443
1270,0.102956
2831,0.07
4124,0.05831
234,0.05
2497,0.09055400000000001
99,0.10049899999999999
2571,0.151327
2417,0.07
400,0.086023
5236,0.078102
4172,0.063246
985,0.092195
2484,0.05099
1606,0.12041600000000001
5219,0.22
5805,0.041231
2877,0.031623
2616,0.042426000000000005
766,0.036056
3126,0.07071100000000001
2482,0.072801
4002,0.076158
4629,0.05099
5477,0.022361
2199,0.05831
3297,0.02
958,0.022361
2249,0.05099
5467,0.144222
6091,0.082462
1322,0.131529
1770,0.1253
149,0.042426000000000005
1633,0.092195
3842,0.044721000000000004
927,0.072111
40,0.10770300000000001
1469,0.152643
4415,0.041231
5930,0.11180300000000001
2419,0.128062
4372,0.114018
1962,0.206155
3060,0.161245
4536,0.1253
3204,0.24166100000000001
2692,0.022361
159,0.42201900000000003
5641,0.294109
3038,0.155563
441,0.147648
2644,0.134536
2301,0.136015
1930,0.15
3498,0.064031
5821,0.15
5723,0.161245
317,0.280179
1669,0.16278800000000002
4528,0.199249
3999,0.080623
232,0.130384
1647,0.210238
245,0.197231
3952,0.082462
5906,0.224722
5079,0.1
4998,0.07
2872,0.114018
2702,0.302655
1319,0.220227
5543,0.09055400000000001
4784,0.08
996,0.206155
3863,0.10198
180,0.10198
113,0.12
1750,0.22825399999999998
5634,0.072111
5905,0.07071100000000001
2023,0.1
3107,0.031623
5076,0.09055400000000001
3046,0.10440300000000001
5649,0.155563
3966,0.064031
3016,0.192354
1520,0.05
1794,0.05
2413,0.060828
5955,0.155242
6012,0.12
4542,0.036056
2645,0.09486800000000001
2097,0.180278
1889,0.143178
1092,0.063246
1755,0.11045400000000001
1810,0.08544
443,0.18384799999999998
849,0.165529
1663,0.036056
5991,0.078102
4059,0.10198
4890,0.063246
2366,0.102956
3105,0.05831
4595,0.07071100000000001
1261,0.041231
3426,0.21189599999999997
4800,0.13
5605,0.08544
4636,0.036056
4299,0.036056
2287,0.064031
4109,0.131529
2394,0.063246
4725,0.170294
5880,0.16278800000000002
643,0.127279
830,0.067082
2550,0.05
3115,0.12369300000000001
341,0.08544
3506,0.022361
5391,0.1
3202,0.080623
201,0.080623
5680,0.142127
5971,0.09434
4032,0.067082
5720,0.053852000000000004
1671,0.143178
3293,0.10440300000000001
2814,0.044721000000000004
999,0.080623
5334,0.09486800000000001
5058,0.086023
5355,0.072111
1386,0.064031
704,0.12041600000000001
4735,0.18
4105,0.10440300000000001
4868,0.10198
2151,0.18
3897,0.1
4502,0.07071100000000001
5940,0.130384
4165,0.12041600000000001
2376,0.134536
2614,0.136015
1601,0.11180300000000001
1445,0.08544
179,0.130384
2145,0.1
1588,0.130384
593,0.044721000000000004
5055,0.11180300000000001
5908,0.09055400000000001
4807,0.08544
3010,0.060828
109,0.063246
4047,0.05
5463,0.07
87,0.106301
260,0.10816700000000001
4293,0.031623
2285,0.060828
3953,0.080623
61,0.12041600000000001
177,0.128062
2868,0.134164
3860,0.19105
1391,0.07071100000000001
1207,0.13
1293,0.060828
2810,0.214709
5144,0.09486800000000001
1414,0.13
4640,0.1
748,0.082462
5787,0.206155
2132,0.044721000000000004
3181,0.141421
404,0.280179
5965,0.186815
597,0.121655
3388,0.226274
5864,0.23323799999999997
5846,0.041231
5890,0.127279
4851,0.064031
5793,0.275136
5898,0.072801
5841,0.143178
540,0.184391
2048,0.151327
2289,0.2
1727,0.080623
1220,0.05
5754,0.156525
997,1.329699
405,0.951315
3737,0.22561
5788,0.344384
3677,0.128062
5550,0.131529
3745,1.220041
4625,2.206354
2716,0.24083200000000002
5978,0.5869409999999999
2990,0.7715569999999999
1792,1.461095
1069,0.22561
5677,0.360555
589,0.064031
2349,0.064031
4083,0.072801
5124,0.131529
6129,0.17464200000000002
3,0.196977
5544,0.15
3511,0.333766
5889,0.067082
5147,0.21095
1306,0.151327
4281,0.360555
5077,0.275136
5963,0.022361
4920,0.568859
2171,0.47010599999999997
1146,0.147648
4889,0.216333
4250,0.14
5474,0.076158
4608,0.299666
3768,0.51
2944,0.219545
3121,0.167631
2088,0.05
3742,0.072111
2351,0.282312
4057,0.031623
969,0.21213200000000001
5581,0.21095
5246,0.30479500000000004
5596,0.694622
371,0.49091799999999997
4567,0.38209899999999997
3704,0.164012
5534,0.31257
5546,0.272029
1576,0.076158
1763,0.238537
2205,0.022361
3891,0.11661899999999999
214,0.06
4764,0.18384799999999998
391,0.22671600000000003
28,0.13
3114,0.190263
2546,0.214709
4011,0.130384
5080,0.138924
846,0.6370239999999999
5020,0.536004
4512,0.022361
2769,0.416293
5109,0.2
5726,0.11180300000000001
3526,0.269258
5140,0.12369300000000001
1807,0.220907
2547,0.2
1055,0.144222
5075,0.158114
175,0.164924
23,0.072111
5943,0.138924
1856,0.11180300000000001
2493,0.206155
5152,0.354401
2331,0.076158
2735,0.32311
3574,0.311448
5416,0.291204
4170,0.5693860000000001
5801,0.080623
426,0.615224
1756,0.044721000000000004
1033,0.746726
3798,0.6811750000000001
3696,0.266271
4726,0.663702
5819,0.7468600000000001
2641,0.282843
1622,0.098995
718,0.147648
2442,0.11180300000000001
1707,0.082462
2613,0.092195
528,0.092195
2988,0.05831
5652,0.156525
4788,0.43174100000000004
1929,0.325269
318,0.144222
2019,0.041231
2197,0.102956
5238,0.17088
3746,0.47759799999999997
1257,0.254951
225,1.002397
3450,1.195408
2252,0.540833
2849,0.26
5895,0.10440300000000001
4265,0.139284
5564,0.29154800000000003
6034,0.078102
803,0.19
4288,0.130384
5455,0.041231
425,0.036056
1102,0.080623
1716,0.078102
4692,0.053852000000000004
2305,0.260768
429,0.290689
1370,0.346699
2119,0.238537
5367,0.05
3817,0.07071100000000001
3246,0.202485
5705,0.13
2940,0.041231
3616,0.092195
2778,0.053852000000000004
900,0.092195
5922,0.130384
3982,0.014141999999999998
5108,0.164924
534,0.16278800000000002
1572,0.37696199999999996
1082,0.121655
4081,0.26
595,1.449
3383,0.136015
1262,0.122066
1268,0.07
4633,0.10816700000000001
713,0.147648
4927,0.082462
6023,0.036056
1609,0.151327
1513,0.089443
2086,0.06
1549,0.134536
4875,0.064031
4573,0.164924
2221,0.391152
2853,0.24738600000000002
2538,0.03
1764,0.16031199999999998
4279,0.041231
1182,0.23194800000000002
81,0.053852000000000004
1781,0.031623
5375,0.041231
5069,0.031623
3191,0.060828
4638,0.089443
4527,0.082462
4175,0.05099
5282,0.07071100000000001
5239,0.042426000000000005
868,0.031623
3206,0.13
1409,0.196977
1957,0.044721000000000004
5253,0.18973700000000002
1123,0.246982
2215,0.755381
1404,0.551543
252,0.25806999999999997
3868,0.23194800000000002
4709,0.5346029999999999
323,0.37215600000000004
3975,0.232594
183,0.08544
5368,0.232594
1086,0.01
3472,0.11180300000000001
2620,0.264008
3412,0.134164
173,0.194165
5064,0.131529
5363,0.10198
917,0.05831
3273,0.34713099999999997
4497,0.410488
3207,0.23430700000000002
4592,0.210238
2232,0.078102
4515,0.130384
209,0.072801
3141,0.167631
5615,0.130384
5584,0.130384
2267,0.144222
5158,0.11045400000000001
5937,0.036056
5155,0.078102
5756,0.17691800000000002
1428,0.11045400000000001
5051,0.114018
3945,0.11180300000000001
445,0.130384
758,0.092195
1626,0.08544
4834,0.233452
3927,0.196977
5403,0.25
3137,0.11180300000000001
1352,0.233452
2193,0.114018
2523,0.05099
2433,0.171172
543,0.12369300000000001
638,0.11704700000000001
5085,0.18357600000000002
3826,0.161245
896,0.042426000000000005
372,0.05
5298,0.102956
5843,0.072111
1080,0.036056
3726,0.07071100000000001
190,0.07071100000000001
1014,0.041231
2385,0.044721000000000004
4120,0.01
1144,0.12369300000000001
861,0.022361
3892,0.053852000000000004
1091,0.07071100000000001
5647,0.044721000000000004
4641,0.078102
5271,0.060828
2986,0.12083
1464,0.158114
5939,0.05099
3877,0.064031
561,0.131529
5098,0.1
3690,0.05099
3502,0.141421
3402,0.041231
4334,0.12041600000000001
3507,0.092195
4793,0.03
6024,0.192094
2844,0.031623
5694,0.17262699999999997
6030,0.082462
4461,0.205913
1231,0.268328
5296,0.382884
3172,0.19
2190,0.1772
3068,0.341321
5803,0.014141999999999998
98,0.17464200000000002
3468,0.05099
2977,0.022361
1798,0.09
3588,0.042426000000000005
4895,0.092195
4863,0.228473
2782,0.380526
479,0.254951
4855,0.11180300000000001
140,0.014141999999999998
30,0.078102
3564,0.192094
4865,0.072801
4786,0.014141999999999998
1059,0.056569
5944,0.067082
3420,0.143178
3609,0.240208
1599,0.151327
2934,0.09
733,0.04
4127,0.080623
3079,0.072801
3110,0.134536
1695,0.041231
1432,0.10198
50,0.028283999999999997
4363,0.09486800000000001
2903,0.09434
1282,0.044721000000000004
5471,0.067082
3667,0.134164
6093,0.12041600000000001
3165,0.09055400000000001
156,0.1
2456,0.11180300000000001
2314,0.16278800000000002
5337,0.17
3555,0.028283999999999997
3252,0.042426000000000005
2440,0.086023
1134,0.12649100000000002
1448,0.202485
1243,0.08544
3627,0.12369300000000001
3220,0.11661899999999999
0,0.16970600000000002
4013,0.264764
2856,0.031623
3818,0.036056
218,0.014141999999999998
1840,0.078102
97,0.092195
5631,0.036056
2065,0.053852000000000004
2245,0.134536
3431,0.11045400000000001
4122,0.11180300000000001
2062,0.13
2876,0.155563
4353,0.102956
1392,0.082462
3612,0.080623
2510,0.082462
979,0.09848900000000001
5284,0.155242
1204,0.072801
5072,0.060828
4809,0.07071100000000001
1960,0.10198
4026,0.156525
4522,0.17464200000000002
3832,0.07071100000000001
4245,0.167631
4009,0.114018
2693,0.11180300000000001
1288,0.114018
5328,0.064031
500,0.072111
3259,0.044721000000000004
264,0.041231
1472,0.03
2730,0.053852000000000004
981,0.014141999999999998
998,0.022361
5389,0.060828
4205,0.131529
15,0.138924
6055,0.106301
6059,0.1
892,0.141421
4647,0.10049899999999999
2383,0.139284
2201,0.09848900000000001
506,0.067082
1570,0.028283999999999997
5122,0.092195
2720,0.03
6061,0.022361
951,0.028283999999999997
1871,0.056569
5823,0.044721000000000004
1357,0.03
4841,0.041231
2359,0.044721000000000004
2965,0.086023
3565,0.05
3355,0.031623
1255,0.076158
1425,0.028283999999999997
2821,0.07
618,0.042426000000000005
6065,0.09848900000000001
3009,0.05
5987,0.092195
3119,0.03
2428,0.082462
4338,0.04
5992,0.044721000000000004
461,0.082462
4218,0.060828
4693,0.082462
3591,0.04
2561,0.041231
2317,0.05099
1067,0.09055400000000001
5495,0.064031
5717,0.06
4571,0.04
146,0.022361
5422,0.022361
1,0.028283999999999997
4039,0.053852000000000004
4607,0.072111
1859,0.082462
3132,0.067082
5204,0.184391
5698,0.366742
4754,0.161245
4837,0.041231
2258,0.03
6134,0.202485
5186,0.082462
1994,0.09055400000000001
5571,0.05
5295,0.17464200000000002
5225,0.136015
1084,0.133417
6063,0.256125
5799,0.18357600000000002
2754,0.080623
2815,0.036056
1608,0.05
5587,0.05831
2569,0.014141999999999998
2932,0.17204699999999998
2106,0.17464200000000002
2992,0.09055400000000001
6088,0.34713099999999997
6081,0.148661
3289,0.310161
3071,0.13
3011,0.113137
5885,0.1
4226,0.14
719,0.092195
4089,0.10440300000000001
4351,0.21260300000000001
2337,0.182483
3488,0.122066
1369,0.1772
4159,0.145602
5712,0.243311
5945,0.114018
1246,0.10440300000000001
231,0.092195
2907,0.143178
5279,0.07071100000000001
155,0.072801
2114,0.089443
1003,0.220227
4724,0.09055400000000001
3085,0.05831
2717,0.082462
4796,0.17
4465,0.080623
5396,0.03
2699,0.161245
1438,0.072111
6095,0.10816700000000001
4017,0.05
4772,0.036056
1500,0.02
5837,0.044721000000000004
4321,0.092195
1679,0.09434
5920,0.08544
45,0.076158
4580,0.152315
6033,0.140357
1037,0.16031199999999998
632,0.064031
5484,0.060828
66,0.12041600000000001
176,0.288617
237,0.536004
1203,0.1
1347,0.339559
307,0.02
1885,0.7212489999999999
5998,1.184736
5838,0.022361
364,0.14
1973,0.192354
2750,0.05099
5199,0.082462
2406,0.028283999999999997
889,0.05
1843,0.102956
1473,0.114018
484,0.03
874,0.141421
3772,0.044721000000000004
2268,0.060828
1320,0.022361
2760,0.041231
6050,0.067082
2203,0.053852000000000004
4861,0.072801
5115,0.014141999999999998
2425,0.134164
5335,0.04
2299,0.161555
3573,0.167631
5406,0.136015
721,0.072111
6010,0.076158
1420,0.08485300000000001
1330,0.214709
594,0.24083200000000002
881,0.442832
160,0.130384
198,0.1253
3360,0.07071100000000001
5305,0.161245
3193,0.190263
1199,0.102956
4169,0.122066
5643,0.25553899999999996
876,0.114018
3349,0.15
3803,0.082462
3387,0.064031
438,0.165529
315,0.134536
5044,0.080623
784,0.192094
5921,0.11704700000000001
3822,0.07
5974,0.09434
5278,0.092195
5715,0.11704700000000001
5193,0.114018
2592,0.09486800000000001
338,0.02
4414,0.080623
1012,0.1772
3264,0.300832
379,0.106301
6098,0.152315
5620,0.10440300000000001
416,0.036056
2707,0.167631
809,0.113137
3491,0.07
4980,0.042426000000000005
2043,0.063246
873,0.10049899999999999
4060,0.05
5755,0.014141999999999998
3306,0.060828
579,0.12369300000000001
4756,0.233452
5458,0.161245
3254,0.16031199999999998
4233,0.10440300000000001
4626,0.063246
456,0.078102
94,0.05831
3200,0.1253
891,0.063246
451,0.128062
1875,0.082462
279,0.053852000000000004
5873,0.072801
2304,0.03
2036,0.130384
1205,0.044721000000000004
2477,0.05831
3821,0.11661899999999999
5441,0.134164
3112,0.064031
5423,0.08544
3946,0.076158
1077,0.12
1819,0.17088
367,0.151327
2149,0.092195
2892,0.053852000000000004
2345,0.08544
3936,0.05099
2066,0.063246
4325,0.06
2968,0.11661899999999999
2369,0.1
191,0.16278800000000002
5092,0.130384
4551,0.076158
5494,0.078102
2381,0.07071100000000001
833,0.17204699999999998
5496,0.11180300000000001
3811,0.082462
5531,0.092195
5519,0.151327
3050,0.136015
2166,0.1
4646,0.09
4194,0.12083
2819,0.063246
1406,0.022361
1948,0.102956
288,0.060828
4209,0.21377600000000002
4115,0.053852000000000004
5995,0.05
4263,0.060828
4695,0.072801
5018,0.12369300000000001
360,0.064031
3720,0.080623
5983,0.09
1751,0.07071100000000001
2794,0.060828
3974,0.05
3684,0.022361
463,0.041231
3274,0.02
4921,0.10198
3190,0.10816700000000001
1632,0.041231
1990,0.028283999999999997
2695,0.063246
1365,0.041231
2759,0.053852000000000004
4782,0.022361
3142,0.10198
424,0.028283999999999997
772,0.06
4253,0.206155
2401,0.190263
5779,0.11661899999999999
5208,0.05
5398,0.228035
4487,0.05
5718,0.184391
649,0.21587
3665,0.092195
2444,0.141421
5786,0.114018
2084,0.063246
3707,0.082462
4779,0.072801
2568,0.130384
3972,0.067082
5739,0.11704700000000001
1015,0.22671600000000003
3244,0.044721000000000004
4673,0.11704700000000001
73,0.080623
3543,0.131529
5168,0.26
3783,0.064031
4630,0.151327
4627,0.031623
1547,0.082462
3671,0.031623
3823,0.089443
3510,0.156525
4590,0.240416
4155,0.09055400000000001
1697,0.056569
2280,0.11180300000000001
4552,0.064031
4609,0.063246
4084,0.07071100000000001
3228,0.022361
5309,0.07071100000000001
4824,0.092195
4677,0.080623
1476,0.036056
3316,0.053852000000000004
4839,0.09848900000000001
4166,0.12041600000000001
3544,0.044721000000000004
144,0.072801
568,0.022361
5498,0.056569
4850,0.042426000000000005
1179,0.07071100000000001
3576,0.144222
222,0.041231
1109,0.12369300000000001
3653,0.155242
5353,0.05831
1709,0.07071100000000001
343,0.089443
2967,0.148661
682,0.10440300000000001
4434,0.102956
2640,0.102956
2291,0.053852000000000004
3237,0.05
3072,0.133417
3409,0.15
708,0.09848900000000001
1684,0.102956
4411,0.243311
2818,0.11045400000000001
1863,0.170294
644,0.102956
2758,0.080623
834,0.07
1381,0.136015
1307,0.086023
1247,0.412311
4070,0.1253
3066,0.114018
577,0.18384799999999998
4854,0.05
1963,0.092195
1139,0.078102
3534,0.10049899999999999
4789,0.164924
1410,0.164012
2650,0.10049899999999999
4968,0.05831
4437,0.014141999999999998
6097,0.113137
963,0.01
3778,0.092195
6079,0.053852000000000004
669,0.076158
2412,0.24
1040,0.10816700000000001
4065,0.12041600000000001
4494,0.078102
1677,0.05
3203,0.044721000000000004
1281,0.044721000000000004
5822,0.072111
4139,0.02
3656,0.05
4302,0.042426000000000005
4247,0.192094
4413,0.25298200000000004
4539,0.310161
4555,0.028283999999999997
2845,0.07071100000000001
2736,0.133417
906,0.113137
3094,0.078102
125,0.147648
5111,0.161245
2325,0.192354
63,0.17
827,0.17464200000000002
2470,0.194165
4054,0.133417
4755,0.11
1175,0.22561
1164,0.080623
1899,0.128062
5609,0.17691800000000002
5045,0.2502
2089,0.158114
514,0.07071100000000001
6002,0.277308
1704,0.07
4027,0.072111
821,0.10049899999999999
1652,0.03
992,0.072801
614,0.11180300000000001
2733,0.243311
5522,0.130384
2776,0.05
5385,0.25
4306,0.041231
2189,0.09486800000000001
5517,0.10440300000000001
4705,0.16278800000000002
2306,0.089443
2499,0.192094
2179,0.072111
54,0.09848900000000001
4454,0.09055400000000001
4068,0.082462
3780,0.041231
4992,0.092195
516,0.30413799999999996
3542,0.09055400000000001
2679,0.06
5479,0.05831
2374,0.044721000000000004
2924,0.09434
4063,0.271662
2501,0.148661
1030,0.041231
4545,0.028283999999999997
3447,0.05099
2506,0.1772
5990,0.078102
5523,0.09055400000000001
2917,0.18357600000000002
1100,0.089443
4326,0.082462
4898,0.028283999999999997
4532,0.247588
130,0.041231
647,0.036056
2353,0.036056
3765,0.10049899999999999
4128,0.148661
4015,0.076158
5090,0.053852000000000004
3319,0.05
1224,0.11661899999999999
3260,0.03
2984,0.102956
5343,0.05831
2726,0.128062
1052,0.064031
6087,0.114018
2865,0.178045
4137,0.250799
3123,0.11045400000000001
2055,0.092195
3351,0.158114
805,0.19105
4006,0.1
2976,0.044721000000000004
2123,0.311127
4075,0.156205
601,0.219545
2551,0.09486800000000001
1310,0.106301
1887,0.16970600000000002
3459,0.17
1521,0.044721000000000004
340,0.07071100000000001
3641,0.114018
2217,0.164924
5448,0.222036
673,0.098995
3830,0.136015
3865,0.031623
1661,0.07071100000000001
1540,0.150333
1039,0.080623
687,0.082462
3515,0.12369300000000001
2516,0.136015
1439,0.16278800000000002
5703,0.07071100000000001
5048,0.10440300000000001
5975,0.140357
2543,0.05831
5093,0.166433
3393,0.07071100000000001
716,0.060828
327,0.014141999999999998
2170,0.10770300000000001
6122,0.12649100000000002
1989,0.022361
4882,0.060828
2117,0.09434
2539,0.05831
2563,0.064031
3445,0.12083
1736,0.08
2659,0.060828
1722,0.05831
1517,0.044721000000000004
210,0.031623
4729,0.053852000000000004
4798,0.07
4981,0.102956
4774,0.063246
3143,0.1
860,0.166433
620,0.086023
2152,0.063246
1240,0.278568
3973,0.140357
3550,0.199249
1551,0.19105
208,0.17691800000000002
4881,0.067082
740,0.031623
3031,0.167631
4656,0.122066
1166,0.053852000000000004
2603,0.063246
4146,0.078102
6053,0.063246
5120,0.031623
4971,0.064031
3990,0.143178
1965,0.26
2018,0.232594
848,0.086023
2363,0.1
3104,0.053852000000000004
4907,0.02
3305,0.259422
5136,0.32649700000000004
3045,0.082462
22,0.17262699999999997
3090,0.237697
4916,0.12041600000000001
859,0.10198
2251,0.09486800000000001
2471,0.171172
437,0.09055400000000001
3596,0.16278800000000002
2468,0.10770300000000001
6117,0.072801
845,0.161245
1984,0.136015
5909,0.053852000000000004
559,0.134164
4119,0.12083
2904,0.133417
3187,0.09486800000000001
3824,0.17888500000000002
699,0.056569
2290,0.086023
2273,0.053852000000000004
2795,0.16031199999999998
5288,0.158114
3438,0.246982
421,0.11180300000000001
5446,0.044721000000000004
2709,0.11180300000000001
2263,0.10770300000000001
3406,0.130384
1618,0.09486800000000001
4623,0.131529
3698,0.12083
1847,0.19646899999999998
2042,0.12649100000000002
1864,0.014141999999999998
2922,0.05831
1914,0.11704700000000001
5866,0.130384
5445,0.09848900000000001
4583,0.072801
4361,0.358469
6107,0.09434
3947,0.07071100000000001
5969,0.031623
5003,0.130384
5371,0.092195
4859,0.1
1835,0.07071100000000001
5865,0.063246
2078,0.078102
1638,0.18
4058,0.05
325,0.092195
3620,0.10816700000000001
1806,0.155242
747,0.122066
5709,0.08
135,0.08544
4023,0.144222
2512,0.170294
5138,0.072111
